,Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text,tokens,sentiment,compound_score,sentiment_category,positive_score,negative_score,neutral_score
53,53,"Airport Hotel Grand, New Delhi","Mahipalpur, New Delhi",Aug-23,Neat and clean property,9.0,"The comfort of the bed and the cleanliness of the room made my stay truly enjoyable. The professionalism and helpfulness of the staff were remarkable, and their efficiency was impressive. The breakfast was a highlight, truly amazing..","['The', 'comfort', 'of', 'the', 'bed', 'and', 'the', 'cleanliness', 'of', 'the', 'room', 'made', 'my', 'stay', 'truly', 'enjoyable', '.', 'The', 'professionalism', 'and', 'helpfulness', 'of', 'the', 'staff', 'were', 'remarkable', ',', 'and', 'their', 'efficiency', 'was', 'impressive', '.', 'The', 'breakfast', 'was', 'a', 'highlight', ',', 'truly', 'amazing', '..']","{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.9747}",0.9747,Positive,0.49,0.0,0.51
54,54,"Airport Hotel Grand, New Delhi","Mahipalpur, New Delhi",Aug-23,Hotel was one of the best,9.0,"The staff's exceptional training and friendly demeanor were evident. The hotel's cleanliness was remarkable. The food was excellent, and the quick room service was truly appreciated. The spacious clean room size made my stay comfortable and enjoyable..","['The', 'staff', ""'s"", 'exceptional', 'training', 'and', 'friendly', 'demeanor', 'were', 'evident', '.', 'The', 'hotel', ""'s"", 'cleanliness', 'was', 'remarkable', '.', 'The', 'food', 'was', 'excellent', ',', 'and', 'the', 'quick', 'room', 'service', 'was', 'truly', 'appreciated', '.', 'The', 'spacious', 'clean', 'room', 'size', 'made', 'my', 'stay', 'comfortable', 'and', 'enjoyable', '..']","{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9709}",0.9709,Positive,0.431,0.0,0.569
55,55,"Airport Hotel Grand, New Delhi","Mahipalpur, New Delhi",Aug-23,Superb,9.0,#NAME?,"['#', 'NAME', '?']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
56,56,"Airport Hotel Grand, New Delhi","Mahipalpur, New Delhi",Aug-23,Good hotel and location If you are looking for a short stay near IGI,7.0,Closeness to the airport,"['Closeness', 'to', 'the', 'airport']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
57,57,"Airport Hotel Grand, New Delhi","Mahipalpur, New Delhi",Aug-23,We enjoyed our stay,9.0,We had a fabulous staying in airport grand hotel .. it was a nice experience the room was very good the hotel provided all the necessary facilities the staff was helping and warm the food was yummy overall it was a pleasure to stay here..,"['We', 'had', 'a', 'fabulous', 'staying', 'in', 'airport', 'grand', 'hotel', '..', 'it', 'was', 'a', 'nice', 'experience', 'the', 'room', 'was', 'very', 'good', 'the', 'hotel', 'provided', 'all', 'the', 'necessary', 'facilities', 'the', 'staff', 'was', 'helping', 'and', 'warm', 'the', 'food', 'was', 'yummy', 'overall', 'it', 'was', 'a', 'pleasure', 'to', 'stay', 'here', '..']","{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.9705}",0.9705,Positive,0.41,0.0,0.59
58,58,"Airport Hotel Grand, New Delhi","Mahipalpur, New Delhi",Aug-23,Staff hospitality was great,9.0,The room and washroom were very clean. the linen was and clean without any spots. breakfast spread was tasty and well cooked.. The staff was extra helpful... hotel was excellent in service... i really liked the place. would love to stay again..,"['The', 'room', 'and', 'washroom', 'were', 'very', 'clean', '.', 'the', 'linen', 'was', 'and', 'clean', 'without', 'any', 'spots', '.', 'breakfast', 'spread', 'was', 'tasty', 'and', 'well', 'cooked', '..', 'The', 'staff', 'was', 'extra', 'helpful', '...', 'hotel', 'was', 'excellent', 'in', 'service', '...', 'i', 'really', 'liked', 'the', 'place', '.', 'would', 'love', 'to', 'stay', 'again', '..']","{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.9588}",0.9588,Positive,0.353,0.0,0.647
59,59,"Airport Hotel Grand, New Delhi","Mahipalpur, New Delhi",Aug-23,Awesome service,9.0,"Very friendly staff, good location, super clean, awesome food, everything was spot on n' upto my expectations. will visit the same hotel soon and recommend to all..","['Very', 'friendly', 'staff', ',', 'good', 'location', ',', 'super', 'clean', ',', 'awesome', 'food', ',', 'everything', 'was', 'spot', 'on', 'n', ""'"", 'upto', 'my', 'expectations', '.', 'will', 'visit', 'the', 'same', 'hotel', 'soon', 'and', 'recommend', 'to', 'all', '..']","{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.9631}",0.9631,Positive,0.486,0.0,0.514
60,60,Novotel New Delhi Aerocity- International Airport,"South West, New Delhi",Mar-22,10-Oct,10.0,Ankit - assistant manager was awesome. foodit shell at breakfast buffet,"['Ankit', '-', 'assistant', 'manager', 'was', 'awesome', '.', 'foodit', 'shell', 'at', 'breakfast', 'buffet']","{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.6249,Positive,0.313,0.0,0.687
61,61,Novotel New Delhi Aerocity- International Airport,"South West, New Delhi",Jul-23,Good,7.0,The music from the bar was very very very loud. I couldn't here the man that was booking me in at the arrival desk... so ridiculous... it's a hotel for usually tired travellers and to be greeted by this horrible noise felt like an assault. They eventually turned it down after many requests. Was by just me ... others waiting also hated the noise.,"['The', 'music', 'from', 'the', 'bar', 'was', 'very', 'very', 'very', 'loud', '.', 'I', 'could', ""n't"", 'here', 'the', 'man', 'that', 'was', 'booking', 'me', 'in', 'at', 'the', 'arrival', 'desk', '...', 'so', 'ridiculous', '...', 'it', ""'s"", 'a', 'hotel', 'for', 'usually', 'tired', 'travellers', 'and', 'to', 'be', 'greeted', 'by', 'this', 'horrible', 'noise', 'felt', 'like', 'an', 'assault', '.', 'They', 'eventually', 'turned', 'it', 'down', 'after', 'many', 'requests', '.', 'Was', 'by', 'just', 'me', '...', 'others', 'waiting', 'also', 'hated', 'the', 'noise', '.']","{'neg': 0.192, 'neu': 0.747, 'pos': 0.061, 'compound': -0.8957}",-0.8957,Negative,0.061,0.192,0.747
62,62,Novotel New Delhi Aerocity- International Airport,"South West, New Delhi",Aug-23,Superb,9.0,"Clean rooms, polite and hospitable staff","['Clean', 'rooms', ',', 'polite', 'and', 'hospitable', 'staff']","{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,Positive,0.351,0.0,0.649
63,63,Novotel New Delhi Aerocity- International Airport,"South West, New Delhi",Jul-23,Luxurious stay in very convenient location.,9.0,It is a luxurious hotel in very convenient location for air travellers. The hotel room was very comfortable with all essential amenities. The buffet breakfast was sumptuous. Staff are friendly and helpful.,"['It', 'is', 'a', 'luxurious', 'hotel', 'in', 'very', 'convenient', 'location', 'for', 'air', 'travellers', '.', 'The', 'hotel', 'room', 'was', 'very', 'comfortable', 'with', 'all', 'essential', 'amenities', '.', 'The', 'buffet', 'breakfast', 'was', 'sumptuous', '.', 'Staff', 'are', 'friendly', 'and', 'helpful', '.']","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.8622}",0.8622,Positive,0.255,0.0,0.745
64,64,Novotel New Delhi Aerocity- International Airport,"South West, New Delhi",Aug-23,Excellent hôtel,9.0,Nice location,"['Nice', 'location']","{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive,0.737,0.0,0.263
65,65,Novotel New Delhi Aerocity- International Airport,"South West, New Delhi",Aug-23,Good,7.0,"Location, swimming pool,","['Location', ',', 'swimming', 'pool', ',']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
66,66,Novotel New Delhi Aerocity- International Airport,"South West, New Delhi",Aug-23,It was okay not anything extraordinary. I liked Pride  plaza better than Novotel.,7.0,"The breakfast was very elaborate and excellent!!
The only thing I liked most at the hotel was it’s breakfast menu.","['The', 'breakfast', 'was', 'very', 'elaborate', 'and', 'excellent', '!', '!', 'The', 'only', 'thing', 'I', 'liked', 'most', 'at', 'the', 'hotel', 'was', 'it', '’', 's', 'breakfast', 'menu', '.']","{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.8099}",0.8099,Positive,0.302,0.0,0.698
67,67,Novotel New Delhi Aerocity- International Airport,"South West, New Delhi",Aug-23,Value for money with smile 😊,8.0,"As mentioned in my previous review and the reasons I keep on returning to this property is best value for money compared to any other hotel in aero city,a cluster of hotels including international chain of hotels located 10-15 mins from New Delhi domestic and international terminal. Novotel in my opinion offers everything that other hotels do ,but at best best price as I have had stays in other hotels of aero city as well .
Also the staff is very polite,smiling and helpful.
Foods of different ethnicity are available especially the variety and taste of Indian food is great. The rooms are quite comfortable beds to sleep in . Transfer to airport is also offered on payment mostly unless may be part of booking package.
I plan a return to delhi in 2 days and will stay again with them.","['As', 'mentioned', 'in', 'my', 'previous', 'review', 'and', 'the', 'reasons', 'I', 'keep', 'on', 'returning', 'to', 'this', 'property', 'is', 'best', 'value', 'for', 'money', 'compared', 'to', 'any', 'other', 'hotel', 'in', 'aero', 'city', ',', 'a', 'cluster', 'of', 'hotels', 'including', 'international', 'chain', 'of', 'hotels', 'located', '10-15', 'mins', 'from', 'New', 'Delhi', 'domestic', 'and', 'international', 'terminal', '.', 'Novotel', 'in', 'my', 'opinion', 'offers', 'everything', 'that', 'other', 'hotels', 'do', ',', 'but', 'at', 'best', 'best', 'price', 'as', 'I', 'have', 'had', 'stays', 'in', 'other', 'hotels', 'of', 'aero', 'city', 'as', 'well', '.', 'Also', 'the', 'staff', 'is', 'very', 'polite', ',', 'smiling', 'and', 'helpful', '.', 'Foods', 'of', 'different', 'ethnicity', 'are', 'available', 'especially', 'the', 'variety', 'and', 'taste', 'of', 'Indian', 'food', 'is', 'great', '.', 'The', 'rooms', 'are', 'quite', 'comfortable', 'beds', 'to', 'sleep', 'in', '.', 'Transfer', 'to', 'airport', 'is', 'also', 'offered', 'on', 'payment', 'mostly', 'unless', 'may', 'be', 'part', 'of', 'booking', 'package', '.', 'I', 'plan', 'a', 'return', 'to', 'delhi', 'in', '2', 'days', 'and', 'will', 'stay', 'again', 'with', 'them', '.']","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.9884}",0.9884,Positive,0.208,0.0,0.792
68,68,Novotel New Delhi Aerocity- International Airport,"South West, New Delhi",Aug-23,Efficient and comfortable hotel close to Delhi airport,9.0,"Airport pickup service was flawless, and checkin quick and efficient.  The room was a decent size, and comfortable.","['Airport', 'pickup', 'service', 'was', 'flawless', ',', 'and', 'checkin', 'quick', 'and', 'efficient', '.', 'The', 'room', 'was', 'a', 'decent', 'size', ',', 'and', 'comfortable', '.']","{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.8555}",0.8555,Positive,0.402,0.0,0.598
69,69,Novotel New Delhi Aerocity- International Airport,"South West, New Delhi",Aug-23,Good,7.0, · The wifi went out for a few hours in the evening. Not acceptable for a hotel of this caliber.,"['·', 'The', 'wifi', 'went', 'out', 'for', 'a', 'few', 'hours', 'in', 'the', 'evening', '.', 'Not', 'acceptable', 'for', 'a', 'hotel', 'of', 'this', 'caliber', '.']","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.2411}",-0.2411,Negative,0.0,0.109,0.891
70,70,FabHotel Majestic JPM I,"South Delhi, New Delhi",Jun-23,Exceptional,10.0,· it was clean room and staff was good,"['·', 'it', 'was', 'clean', 'room', 'and', 'staff', 'was', 'good']","{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.6808}",0.6808,Positive,0.483,0.0,0.517
71,71,FabHotel Majestic JPM I,"South Delhi, New Delhi",Aug-23,Superb,9.0,View and cleanliness and good location,"['View', 'and', 'cleanliness', 'and', 'good', 'location']","{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,Positive,0.367,0.0,0.633
72,72,FabHotel Majestic JPM I,"South Delhi, New Delhi",Aug-23,Superb,9.0,the properly was clean and comfortable at good location,"['the', 'properly', 'was', 'clean', 'and', 'comfortable', 'at', 'good', 'location']","{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.836}",0.836,Positive,0.597,0.0,0.403
73,73,FabHotel Majestic JPM I,"South Delhi, New Delhi",Aug-23,Superb,9.0,The staff was very friendly,"['The', 'staff', 'was', 'very', 'friendly']","{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.5413}",0.5413,Positive,0.466,0.0,0.534
74,74,FabHotel Majestic JPM I,"South Delhi, New Delhi",Jul-23,Superb,9.0,The property is perfectly located at a secluded place,"['The', 'property', 'is', 'perfectly', 'located', 'at', 'a', 'secluded', 'place']","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,Positive,0.375,0.0,0.625
75,75,FabHotel Majestic JPM I,"South Delhi, New Delhi",Jun-23,Superb,9.0,breakfast was good and tasty very good,"['breakfast', 'was', 'good', 'and', 'tasty', 'very', 'good']","{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",0.7003,Positive,0.537,0.0,0.463
76,76,FabHotel Majestic JPM I,"South Delhi, New Delhi",Jun-23,Superb,9.0,"Nice location, staffs are good in behaviour .","['Nice', 'location', ',', 'staffs', 'are', 'good', 'in', 'behaviour', '.']","{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.6908}",0.6908,Positive,0.533,0.0,0.467
77,77,FabHotel Majestic JPM I,"South Delhi, New Delhi",Apr-23,I could have expected better.,7.0, · The music played till 12.30pm during the second night .....,"['·', 'The', 'music', 'played', 'till', '12.30pm', 'during', 'the', 'second', 'night', '.....']","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.34,Positive,0.211,0.0,0.789
78,78,FabHotel Majestic JPM I,"South Delhi, New Delhi",Apr-23,Very good,8.0,Everything,['Everything'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
79,79,FabHotel Majestic JPM I,"South Delhi, New Delhi",Apr-23,Very good,8.0,Food quality good,"['Food', 'quality', 'good']","{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive,0.592,0.0,0.408
80,80,Airport Hotel Clayton,"South West, New Delhi",Mar-23,Exceptional,10.0,"Friendly staff,cleanliness,ambience, strict adherence to covid appropriate behavior.","['Friendly', 'staff', ',', 'cleanliness', ',', 'ambience', ',', 'strict', 'adherence', 'to', 'covid', 'appropriate', 'behavior', '.']","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.4939}",0.4939,Positive,0.314,0.0,0.686
81,81,Airport Hotel Clayton,"South West, New Delhi",Apr-23,Superb,9.0,Nice,['Nice'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,Positive,1.0,0.0,0.0
82,82,Airport Hotel Clayton,"South West, New Delhi",Apr-23,Very good,8.0,Nice,['Nice'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,Positive,1.0,0.0,0.0
83,83,Airport Hotel Clayton,"South West, New Delhi",May-23,All is well,8.0,Supporting staff,"['Supporting', 'staff']","{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,Positive,0.744,0.0,0.256
84,84,Airport Hotel Clayton,"South West, New Delhi",Apr-23,"Stay was comfortable, we get better sleep, but AC could not work after 2:00AM, felt very bad",7.0,Near ti Air port,"['Near', 'ti', 'Air', 'port']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
85,85,Airport Hotel Clayton,"South West, New Delhi",Apr-23,Superb,9.0,Excellent staff and management,"['Excellent', 'staff', 'and', 'management']","{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,Positive,0.552,0.0,0.448
86,86,Airport Hotel Clayton,"South West, New Delhi",Apr-23,Superb,9.0,Staff were friendly,"['Staff', 'were', 'friendly']","{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}",0.4939,Positive,0.615,0.0,0.385
87,87,Airport Hotel Clayton,"South West, New Delhi",Apr-23,Superb,9.0,Staff were friendly and wanted to help as much as they could.,"['Staff', 'were', 'friendly', 'and', 'wanted', 'to', 'help', 'as', 'much', 'as', 'they', 'could', '.']","{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.7096}",0.7096,Positive,0.371,0.0,0.629
88,88,Airport Hotel Clayton,"South West, New Delhi",Apr-23,Superb,9.0,Very good customer service 👍,"['Very', 'good', 'customer', 'service', '👍']","{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0.4927,Positive,0.516,0.0,0.484
89,89,Airport Hotel Clayton,"South West, New Delhi",Apr-23,Superb,9.0,Very good customer service 👍,"['Very', 'good', 'customer', 'service', '👍']","{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0.4927,Positive,0.516,0.0,0.484
90,90,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",Jul-23,good hotel,10.0,good hotel in paharganj new delhi close to NDLS railway station.,"['good', 'hotel', 'in', 'paharganj', 'new', 'delhi', 'close', 'to', 'NDLS', 'railway', 'station', '.']","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,Positive,0.225,0.0,0.775
91,91,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",Jul-23,Very good,8.0,Good natured manager and staffs,"['Good', 'natured', 'manager', 'and', 'staffs']","{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,0.42,0.0,0.58
92,92,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",Jul-23,It was a awesome stay . Definitely worth it for money,9.0,I like the response of the hotel staff . Very kind and quick and helpful .,"['I', 'like', 'the', 'response', 'of', 'the', 'hotel', 'staff', '.', 'Very', 'kind', 'and', 'quick', 'and', 'helpful', '.']","{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.8399}",0.8399,Positive,0.473,0.0,0.527
93,93,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",Jul-23,Pleasant,9.0,"Near to New Delhi station. Nice, friendly and flexible staff. Value for money.","['Near', 'to', 'New', 'Delhi', 'station', '.', 'Nice', ',', 'friendly', 'and', 'flexible', 'staff', '.', 'Value', 'for', 'money', '.']","{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.8519}",0.8519,Positive,0.534,0.0,0.466
94,94,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",Jul-23,Very good,8.0,"AC, welcoming, payment, kindness, location","['AC', ',', 'welcoming', ',', 'payment', ',', 'kindness', ',', 'location']","{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.7096}",0.7096,Positive,0.663,0.0,0.337
95,95,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",Aug-23,Unsatisfied and very disappointed.,1.0,Nothing.,"['Nothing', '.']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
96,96,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",Jun-23,Disappointing,4.0,Location was center of city,"['Location', 'was', 'center', 'of', 'city']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
